번호,발생시각,규모,깊이(km),위도,경도,위치
970,2016.10.12 0:29,2.9,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
969,2016.10.10 22:59,3.3,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
968,2016.10.9 14:03,2.2,,35.08 N,126.93 E,광주 동구 남쪽 7km 지역
967,2016.10.7 17:17,2.2,,35.77 N,129.23 E,경북 경주시 남쪽 8km 지역
966,2016.10.5 23:29,2.3,,38.76 N,125.62 E,북한 황해북도 송림 북북서쪽 3km 지역
965,2016.10.4 15:16,2.6,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
964,2016.10.2 20:53,3,,35.75 N,129.19 E,경북 경주시 남남서쪽 10km 지역
963,2016.10.1 17:00,2.3,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
962,2016.10.1 13:04,2,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
961,2016.9.30 21:52,2.2,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
960,2016.9.30 18:06,2.3,,35.76 N,129.16 E,경북 경주시 남남서쪽 10km 지역
959,2016.9.30 16:24,2,,35.77 N,129.16 E,경북 경주시 남남서쪽 9km 지역
958,2016.9.30 11:09,2.1,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
957,2016.9.28 21:10,2.7,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역
956,2016.9.28 19:00,2.6,,38.74 N,125.73 E,북한 황해북도 송림 동쪽 8km 지역
955,2016.9.28 18:54,2.8,,38.74 N,125.69 E,북한 황해북도 송림 동쪽 5km 지역
954,2016.9.28 16:34,3.1,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
953,2016.9.24 19:56,2.5,,35.79 N,129.19 E,경북 경주시 남남서쪽 6km 지역
952,2016.9.23 18:21,2.1,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
951,2016.9.22 3:22,2.1,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
950,2016.9.22 0:01,2.3,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
949,2016.9.21 11:53,3.5,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
948,2016.9.21 11:36,2.2,,35.78 N,129.15 E,경북 경주시 남서쪽 9km 지역
947,2016.9.21 3:36,2.9,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
946,2016.9.21 0:59,2.1,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
945,2016.9.20 20:03,2.1,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
944,2016.9.20 15:05,2.5,,38.36 N,128.09 E,강원 양구군 북북동쪽 29km 지역(북한지역)
943,2016.9.20 9:58,2.4,,35.76 N,129.20 E,경북 경주시 남쪽 9km 지역
942,2016.9.19 21:00,2.1,,35.75 N,129.17 E,경북 경주시 남남서쪽 11km 지역
941,2016.9.19 20:33,4.5,,35.74 N,129.18 E,경북 경주시 남남서쪽 11km 지역
940,2016.9.19 9:17,2.1,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
939,2016.9.18 22:38,2,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
938,2016.9.18 16:27,2.4,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
937,2016.9.17 16:21,2.1,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
936,2016.9.17 7:12,2.1,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
935,2016.9.16 21:14,2.2,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
934,2016.9.16 19:54,2.1,,35.74 N,129.17 E,경북 경주시 남남서쪽 12km 지역
933,2016.9.16 19:15,2,,35.76 N,129.18 E,경북 경주시 남남서쪽 10km 지역
932,2016.9.16 18:58,2,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
931,2016.9.16 15:13,2.3,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
930,2016.9.16 5:31,2.2,,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역
929,2016.9.15 20:48,2.6,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
928,2016.9.15 19:47,2.2,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
927,2016.9.15 3:22,2.7,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
926,2016.9.14 22:31,2.4,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
925,2016.9.14 17:27,2.3,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역
924,2016.9.14 16:47,2.1,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
923,2016.9.14 12:38,2.2,,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역
922,2016.9.14 11:57,2.4,,33.93 N,126.62 E,전남 완도군 남남서쪽 44km 해역
921,2016.9.14 4:43,2.1,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역
920,2016.9.14 3:55,2.4,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
919,2016.9.14 1:37,2.1,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
918,2016.9.14 0:48,3,,35.75 N,129.18 E,경북 경주시 남남서쪽 11km 지역
917,2016.9.13 23:08,2.3,,35.73 N,129.36 E,경북 경주시 남동쪽 18km 지역
916,2016.9.13 21:49,2.1,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
915,2016.9.13 18:54,2.1,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
914,2016.9.13 17:15,2,,35.77 N,129.18 E,경북 경주시 남남서쪽 9km 지역
913,2016.9.13 16:52,2.5,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
912,2016.9.13 16:21,2,,35.75 N,129.17 E,경북 경주시 남남서쪽 10km 지역
911,2016.9.13 16:02,2.5,,35.76 N,129.20 E,경북 경주시 남쪽 9km 지역
910,2016.9.13 14:41,2.1,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
909,2016.9.13 14:31,3,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
908,2016.9.13 13:18,2.1,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역
907,2016.9.13 13:16,2.4,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역
906,2016.9.13 13:09,2.3,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역
905,2016.9.13 12:33,2,,35.76 N,129.16 E,경북 경주시 남남서쪽 10km 지역
904,2016.9.13 12:27,2.2,,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역
903,2016.9.13 10:58,2,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
902,2016.9.13 10:44,2.2,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
901,2016.9.13 10:05,2,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
900,2016.9.13 10:01,2.3,,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역
899,2016.9.13 9:23,2.3,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
898,2016.9.13 8:47,2.3,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
897,2016.9.13 8:24,3.2,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
896,2016.9.13 7:47,2.4,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
895,2016.9.13 7:03,2.1,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
894,2016.9.13 6:48,2,,35.78 N,129.18 E,경북 경주시 남남서쪽 7km 지역
893,2016.9.13 6:15,2.3,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
892,2016.9.13 5:15,2,,35.77 N,129.18 E,경북 경주시 남남서쪽 9km 지역
891,2016.9.13 4:56,2,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
890,2016.9.13 4:41,2.1,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
889,2016.9.13 4:13,2.1,,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역
888,2016.9.13 3:11,2.1,,35.75 N,129.17 E,경북 경주시 남남서쪽 11km 지역
887,2016.9.13 2:09,2,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
886,2016.9.13 2:03,2.2,,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역
885,2016.9.13 2:03,2.1,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
884,2016.9.13 1:58,2.5,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
883,2016.9.13 1:37,2.2,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
882,2016.9.13 1:35,2.3,,35.75 N,129.17 E,경북 경주시 남남서쪽 11km 지역
881,2016.9.13 1:31,2,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
880,2016.9.13 1:23,2.2,,35.75 N,129.19 E,경북 경주시 남남서쪽 10km 지역
879,2016.9.13 1:03,2,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역
878,2016.9.13 0:45,2.2,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
877,2016.9.13 0:37,3.1,,35.78 N,129.21 E,경북 경주시 남쪽 6km 지역
876,2016.9.13 0:32,2.1,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
875,2016.9.13 0:21,2.5,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
874,2016.9.13 0:15,2,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
873,2016.9.13 0:10,2,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
872,2016.9.13 0:07,2.2,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
871,2016.9.12 23:53,2.2,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
870,2016.9.12 23:52,3.1,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
869,2016.9.12 23:18,3,,35.76 N,129.17 E,경북 경주시 남남서쪽 8km 지역
868,2016.9.12 22:47,2.1,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
867,2016.9.12 22:23,2.4,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
866,2016.9.12 22:22,2.2,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
865,2016.9.12 22:18,2,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
864,2016.9.12 22:17,2.5,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
863,2016.9.12 22:13,2.4,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
862,2016.9.12 22:08,2,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
861,2016.9.12 22:06,2.1,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
860,2016.9.12 21:54,2.1,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
859,2016.9.12 21:54,2.2,,35.76 N,129.16 E,경북 경주시 남남서쪽 10km 지역
858,2016.9.12 21:38,2.6,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
857,2016.9.12 21:33,2.3,,35.76 N,129.02 E,경북 경주시 서남서쪽 20km 지역
856,2016.9.12 21:20,2.8,,35.78 N,129.18 E,경북 경주시 남남서쪽 7km 지역
855,2016.9.12 21:16,2.1,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
854,2016.9.12 21:09,2.2,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
853,2016.9.12 21:07,2,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
852,2016.9.12 21:00,2.5,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
851,2016.9.12 20:58,2.1,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역
850,2016.9.12 20:55,2,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
849,2016.9.12 20:51,2.6,,35.75 N,129.16 E,경북 경주시 남남서쪽 11km 지역
848,2016.9.12 20:47,2.9,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
847,2016.9.12 20:47,2.2,,35.81 N,129.23 E,경북 경주시 남남동쪽 3km 지역
846,2016.9.12 20:46,2.4,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
845,2016.9.12 20:45,2.7,,35.78 N,129.20 E,경북 경주시 남남서쪽 7km 지역
844,2016.9.12 20:45,2.3,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
843,2016.9.12 20:44,2.5,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
842,2016.9.12 20:43,2.4,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
841,2016.9.12 20:42,2.5,,35.79 N,129.20 E,경북 경주시 남남서쪽 5km 지역
840,2016.9.12 20:40,3,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
839,2016.9.12 20:39,3,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
838,2016.9.12 20:38,3,,35.78 N,129.20 E,경북 경주시 남남서쪽 7km 지역
837,2016.9.12 20:36,3.4,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
836,2016.9.12 20:34,3.6,,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역
835,2016.9.12 20:32,5.8,,35.76 N,129.19 E,경북 경주시 남남서쪽 8.7km 지역
834,2016.9.12 20:26,2.5,,35.77 N,129.20 E,경북 경주시 남쪽 8km 지역
833,2016.9.12 20:17,2.3,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
832,2016.9.12 20:10,3.1,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
831,2016.9.12 20:09,2.7,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
830,2016.9.12 20:08,2.7,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
829,2016.9.12 20:07,2.6,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
828,2016.9.12 20:04,2.5,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
827,2016.9.12 20:00,2.4,,35.78 N,129.16 E,경북 경주시 남서쪽 8km 지역
826,2016.9.12 19:55,2.4,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
825,2016.9.12 19:53,2.1,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
824,2016.9.12 19:50,2.2,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
823,2016.9.12 19:48,3.1,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
822,2016.9.12 19:46,2.2,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
821,2016.9.12 19:45,2.4,,35.78 N,129.20 E,경북 경주시 남남서쪽 7km 지역
820,2016.9.12 19:44,5.1,,35.77 N,129.19 E,경북 경주시 남남서쪽 8.2km 지역
819,2016.8.30 0:39,2.6,,35.55 N,128.03 E,경남 합천군 서쪽 13km 지역
818,2016.8.28 23:27,2.1,,35.65 N,127.48 E,전북 장수군 서쪽 4km 지역
817,2016.8.28 21:27,2.4,,38.65 N,127.16 E,북한 강원 평강 북북서쪽 29km 지역
816,2016.8.20 18:54,2.9,,33.48 N,127.31 E,제주 서귀포시 성산 동북동쪽 41km 해역
815,2016.8.20 12:18,3,,38.38 N,128.09 E,강원 양구군 북북동쪽 32km 지역(북한지역)
814,2016.8.18 22:21,2.6,,38.84 N,125.70 E,북한 황해북도 송림 북북동쪽 13km 지역
813,2016.8.18 17:08,2.1,,37.18 N,125.46 E,인천 옹진군 연평도 남남서쪽 58km 해역
812,2016.8.17 11:17,2.9,,38.35 N,128.09 E,강원 양구군 북북동쪽 28km 지역(북한지역)
811,2016.8.16 11:57,2.4,,36.75 N,128.84 E,경북 안동시 북북동쪽 22km 지역
810,2016.7.30 1:51,2.3,,33.06 N,126.33 E,제주 서귀포시 남서쪽 27km 해역
809,2016.7.14 22:31,2.8,,35.12 N,130.24 E,울산 동구 동남동쪽 86km 해역
808,2016.7.13 14:13,2,,36.80 N,128.53 E,경북 영주시 서쪽 9km 지역
807,2016.7.9 13:16,2.6,,38.69 N,125.83 E,북한 황해북도 송림 동남동쪽 18km 지역
806,2016.7.9 4:47,2.3,,35.48 N,129.97 E,울산 동구 동쪽 50km 해역
805,2016.7.5 21:24,2.6,,35.51 N,129.87 E,울산 동구 동쪽 41km 해역
804,2016.7.5 20:33,5,,35.51 N,129.99 E,울산 동구 동쪽 52km 해역
803,2016.6.25 3:24,2.6,,38.74 N,125.86 E,북한 황해북도 송림 동쪽 20km 지역
802,2016.6.21 3:23,3.1,,39.49 N,126.19 E,북한 평안남도 성천 북쪽 28km 지역
801,2016.6.15 2:07,2.6,,35.87 N,129.69 E,경북 포항시 남구 동남동쪽 33km 해역
800,2016.6.13 12:33,2.7,,34.30 N,124.68 E,전남 신안군 흑산면 서남서쪽 82km 해역
799,2016.6.7 16:06,2.3,,33.05 N,126.17 E,제주 제주시 고산 남쪽 27km 해역
798,2016.6.5 10:11,2.2,,36.00 N,129.58 E,경북 포항시 남구 동쪽 20km 해역
797,2016.6.3 4:53,3,,36.39 N,127.92 E,경북 상주시 서쪽 22km 지역
796,2016.5.24 4:52,2.3,,33.61 N,125.56 E,제주 제주시 고산 서북서쪽 66km 해역
795,2016.5.22 1:22,3.5,,40.68 N,127.15 E,북한 함경남도 장진 북북서쪽 34km 지역
794,2016.5.3 3:29,2.4,,37.11 N,129.02 E,강원 태백시 남남동쪽 7km 지역
793,2016.4.30 22:46,2.6,,37.75 N,125.40 E,북한 황해남도 옹진 남쪽 20km 지역
792,2016.4.28 10:16,2.4,,35.42 N,128.56 E,경남 창녕군 남남동쪽 15km 지역
791,2016.4.27 19:27,2.3,,35.57 N,128.34 E,경남 합천군 동쪽 16km 지역
790,2016.4.25 11:42,2.3,,33.51 N,125.91 E,제주 제주시 고산 북서쪽 34km 해역
789,2016.4.21 15:55,2.7,,33.53 N,125.89 E,제주 제주시 고산 북서쪽 36km 해역
788,2016.4.21 15:53,2.7,,33.52 N,125.92 E,제주 제주시 고산 북서쪽 34km 해역
787,2016.4.13 5:28,2.1,,35.92 N,127.93 E,경북 김천시 남남서쪽 28km 지역
786,2016.3.28 14:34,2.9,,35.22 N,127.96 E,경남 진주시 서북서쪽 12km 지역
785,2016.3.27 18:28,3.1,,39.38 N,126.06 E,북한 평안남도 성천 북서쪽 20km 지역
784,2016.3.27 14:52,2.3,,35.33 N,130.04 E,울산 동구 동남동쪽 59km 해역
783,2016.3.15 3:38,2.5,,37.60 N,129.82 E,강원 삼척시 동북동쪽 60km 해역
782,2016.3.15 3:00,2.7,,36.31 N,128.21 E,경북 상주시 남남동쪽 12km 지역
781,2016.3.14 5:17,3.1,,38.71 N,125.87 E,북한 황해북도 송림 동쪽 21km 지역
780,2016.3.5 11:11,3.3,,35.61 N,129.82 E,울산 동구 동북동쪽 38km 해역
779,2016.3.2 14:04,2.7,,36.35 N,127.20 E,충남 공주시 남동쪽 13km 지역
778,2016.2.28 16:52,2.5,,38.73 N,125.85 E,북한 황해북도 송림 동쪽 19km 지역
777,2016.2.26 18:46,2.2,,33.23 N,127.19 E,제주 서귀포시 성산 동남동쪽 34km 해역
776,2016.2.24 23:22,2.9,,33.52 N,125.92 E,제주 제주시 고산 북서쪽 34km 해역
775,2016.2.11 5:57,3.1,,36.21 N,127.48 E,충남 금산군 북쪽 12km 지역
774,2016.1.31 3:03,2,,36.95 N,129.92 E,경북 울진군 동쪽 46km 해역
773,2016.1.25 18:40,2.3,,36.22 N,128.69 E,경북 의성군 남쪽 14km 지역
772,2016.1.23 7:14,2.4,,38.42 N,126.25 E,북한 황해북도 평산 북서쪽 16km 지역
771,2016.1.6 20:39,3,,36.01 N,128.07 E,경북 김천시 남쪽 14km 지역
770,2015.12.22 4:31,3.9,,36.02 N,126.95 E,전북 익산시 북쪽 8km 지역
769,2015.12.11 1:25,2.1,,36.90 N,126.58 E,충남 당진시 서북서쪽 5km 지역
768,2015.11.24 14:10,2.4,,35.69 N,129.75 E,울산 동구 북동쪽 36km 해역
767,2015.11.24 11:27,3.2,,35.67 N,129.82 E,울산 동구 동북동쪽 41km 해역
766,2015.11.13 20:04,2.6,,35.80 N,129.42 E,경북 경주시 동남동쪽 19km 지역
765,2015.10.30 15:17,2.9,,35.74 N,129.37 E,경북 경주시 남동쪽 18km 지역
764,2015.10.26 23:29,2.1,,34.09 N,126.85 E,전남 완도군 남남동쪽 26km 해역
763,2015.10.11 0:55,2.1,,33.30 N,127.02 E,제주 서귀포시 성산 남동쪽 16km 해역
762,2015.10.1 14:06,2.1,,35.78 N,129.14 E,경북 경주시 남서쪽 9km 지역
761,2015.10.1 9:21,2.5,,35.78 N,129.14 E,경북 경주시 남서쪽 9km 지역
760,2015.9.18 10:12,2.1,,34.70 N,128.75 E,경남 통영시 매물도 동북동쪽 17km 해역
759,2015.9.3 4:53,2.7,,33.27 N,127.04 E,제주 서귀포시 성산 남동쪽 20km 해역
758,2015.9.1 13:47,2.5,,39.09 N,126.53 E,북한 평안남도 양덕 남서쪽 16km 지역
757,2015.8.23 9:19,2.5,,36.38 N,129.77 E,경북 영덕군 동쪽 36km 해역
756,2015.8.17 16:56,2.5,,37.20 N,125.38 E,인천 옹진군 연평도 남남서쪽 59km 해역
755,2015.8.12 17:09,2.2,,37.17 N,127.50 E,경기 이천시 남남동쪽 13km 지역
754,2015.8.3 10:11,3.7,,33.26 N,127.06 E,제주 서귀포시 성산 남동쪽 22km 해역
753,2015.8.2 3:22,2.1,,37.19 N,128.44 E,강원 영월군 서북서쪽 2km 지역
752,2015.8.1 23:58,2.2,,35.32 N,127.45 E,전남 구례군 북쪽 13km 지역
751,2015.7.30 9:39,2.2,,35.15 N,127.98 E,경남 사천시 북서쪽 12km 지역
750,2015.7.23 4:02,2.6,,33.22 N,127.05 E,제주 서귀포시 성산 남동쪽 24km 해역
749,2015.7.20 1:33,2.2,,33.26 N,127.21 E,제주 서귀포시 성산 동남동쪽 34km 해역
748,2015.7.18 21:15,2.3,,36.07 N,128.08 E,경북 김천시 남남서쪽 7km 지역
747,2015.7.14 14:34,2.8,,33.24 N,127.01 E,제주 서귀포시 성산 남동쪽 20km 해역
746,2015.7.8 11:01,2,,37.63 N,125.86 E,인천 옹진군 연평도 동남동쪽 14km 해역
745,2015.7.4 8:49,2.1,,36.32 N,128.18 E,경북 상주시 남쪽 10km 지역
744,2015.6.22 12:44,2.4,,36.35 N,127.24 E,충남 공주시 남동쪽 15km 지역
743,2015.6.22 12:02,2.6,,35.85 N,125.00 E,충남 태안군 서격렬비도 남남서쪽 96km 해역
742,2015.6.17 0:55,2.3,,38.41 N,125.57 E,북한 황해남도 안악 남남동쪽 13km 지역
741,2015.6.7 20:54,2.1,,33.79 N,126.16 E,제주 제주시 북서쪽 48km 해역
740,2015.6.2 1:01,2,,36.76 N,129.98 E,경북 울진군 동남동쪽 57km 해역
739,2015.4.24 10:14,2.3,,35.88 N,129.69 E,경북 포항시 남구 동남동쪽 33km 해역
738,2015.4.21 2:05,2.1,,35.88 N,129.75 E,경북 포항시 남구 동남동쪽 38km 해역
737,2015.4.15 4:10,2.9,,35.14 N,129.93 E,울산 동구 남동쪽 61km 해역
736,2015.4.13 18:02,3.3,,37.18 N,125.47 E,인천 옹진군 연평도 남남서쪽 58km 해역
735,2015.3.19 16:20,2.7,,36.43 N,127.65 E,충북 옥천군 북북동쪽 16km 지역
734,2015.3.19 12:54,2.2,,34.16 N,128.37 E,경남 통영시 욕지도 남남동쪽 54km 해역
733,2015.3.10 13:10,2.7,,37.36 N,125.15 E,인천 옹진군 연평도 남서쪽 59km 해역
732,2015.2.23 4:54,2.7,,32.96 N,126.25 E,제주 제주시 고산 남남동쪽 38km 해역
731,2015.2.19 14:25,2.1,,36.09 N,125.05 E,충남 태안군 서격렬비도 남서쪽 71km 해역
730,2015.2.3 19:54,2.1,,33.61 N,127.57 E,전남 여수시 거문도 남남동쪽 52km 해역
729,2015.1.31 5:10,2.2,,36.60 N,129.45 E,경북 영덕군 북북동쪽 22km 해역
728,2015.1.8 20:15,3.5,,37.51 N,125.63 E,인천 옹진군 연평도 남남서쪽 18km 해역
