"","CUS_ID","T_USAGE","PAGEVIEWS","GENDER","SCHOOL","LOCATION"
"1754",4025,400180,14477,"남자","대졸","그외"
"1755",4028,483623,17339,"여자","대졸","서울"
"1756",4034,213529,6446,"남자","대졸","그외"
"1757",4036,163397,7533,"남자","고졸","서울"
"1758",4037,813058,24584,"여자","대졸","서울"
"1759",4038,426816,16339,"여자","대졸","서울"
"1760",4039,1033737,47632,"남자","고졸","서울"
"1761",4040,226626,17238,"남자","고졸","그외"
"1762",4041,90694,6031,"남자","중졸이하","그외"
"1763",4042,1251273,43108,"남자","고졸","서울"
"1764",4043,629462,40595,"남자","고졸","그외"
"1765",4044,396791,15352,"여자","대졸","그외"
"1766",4046,222273,5661,"여자","대졸","서울"
"1767",4048,285417,11943,"남자","대졸","그외"
"1768",4050,267990,3195,"남자","대학원졸","그외"
"1769",4053,1192577,68446,"여자","대졸","서울"
"1770",4055,323279,19391,"남자","대졸","서울"
"1771",4056,168803,8165,"남자","대졸","그외"
"1772",4058,202178,7451,"남자","고졸","서울"
"1773",4062,491069,16878,"여자","대졸","그외"
"1774",4063,103617,4771,"남자","대학원졸","그외"
"1775",4064,152643,6077,"여자","대졸","서울"
"1776",4066,194617,6169,"남자","대졸","그외"
"1777",4067,53323,10339,"남자","고졸","서울"
"1778",4070,206545,8571,"남자","대학원졸","그외"
"1779",4072,499662,22817,"남자","중졸이하","서울"
"1780",4075,359324,14944,"남자","고졸","그외"
"1781",4078,299492,11498,"남자","대졸","그외"
"1782",4079,620607,33161,"남자","대졸","서울"
"1783",4080,2419597,73932,"남자","고졸","그외"
"1784",4081,460790,17661,"남자","대학원졸","서울"
"1785",4082,291949,12364,"남자","대학원졸","그외"
"1786",4083,693187,53929,"여자","대졸","서울"
"1787",4084,1025314,55645,"남자","대졸","서울"
"1788",4086,186399,9380,"여자","대졸","그외"
"1789",4090,2192485,55001,"여자","대졸","서울"
"1790",4093,685834,17165,"남자","대졸","그외"
"1791",4094,1201340,45965,"남자","대졸","서울"
"1792",4095,772789,40409,"여자","대졸","서울"
"1793",4097,444514,22775,"남자","고졸","그외"
"1794",4098,195252,8476,"여자","대졸","그외"
"1795",4099,617538,32592,"남자","대학원졸","서울"
"1796",4100,194651,9549,"남자","대학원졸","그외"
"1797",4101,216714,13064,"남자","대졸","그외"
"1798",4103,214218,9834,"여자","중졸이하","그외"
"1799",4106,791932,35370,"남자","대졸","서울"
"1800",4107,639398,32915,"남자","대졸","그외"
"1801",4108,775655,37975,"남자","대졸","서울"
"1802",4109,1017279,26003,"남자","고졸","서울"
"1803",4111,328441,6646,"남자","대학원졸","그외"
"1804",4117,232173,11613,"남자","대졸","그외"
"1805",4120,942151,15358,"남자","대졸","서울"
"1806",4121,191067,9070,"여자","대졸","서울"
"1807",4122,310846,10401,"여자","대졸","그외"
"1808",4123,566683,19474,"여자","대졸","서울"
"1809",4127,229507,9955,"여자","대졸","서울"
"1810",4128,608820,11766,"남자","대졸","그외"
"1811",4129,258931,10223,"남자","대졸","서울"
"1812",4132,1008655,47135,"남자","대졸","그외"
"1813",4133,433237,18538,"남자","대졸","그외"
"1814",4134,359391,17452,"여자","고졸","그외"
"1815",4139,227650,9265,"남자","중졸이하","서울"
"1816",4148,461779,11640,"여자","대졸","서울"
"1817",4149,1416115,60777,"남자","대학원졸","서울"
"1818",4151,640643,31279,"여자","대졸","서울"
"1819",4153,186403,9045,"남자","고졸","그외"
"1820",4169,507858,17226,"남자","대학원졸","그외"
"1821",4171,130592,7929,"여자","중졸이하","그외"
"1822",4175,600316,30783,"남자","대학원졸","그외"
"1823",4176,302243,17876,"남자","고졸","서울"
"1824",4178,262540,15280,"남자","대졸","그외"
"1825",4179,1608156,63121,"남자","고졸","서울"
"1826",4183,171241,8813,"남자","대졸","그외"
"1827",4189,78035,3723,"여자","고졸","서울"
"1828",4190,592781,21533,"남자","대졸","그외"
"1829",4200,853870,27368,"여자","고졸","서울"
"1830",4202,588749,31861,"남자","대학원졸","서울"
"1831",4206,83102,3458,"여자","대졸","그외"
"1832",4209,638842,39606,"남자","대학원졸","서울"
"1833",4210,749509,38711,"여자","고졸","서울"
"1834",4211,112476,6709,"여자","대졸","서울"
"1835",4212,224105,13450,"남자","고졸","서울"
"1836",4213,479800,20257,"여자","대학원졸","서울"
"1837",4214,254062,5925,"여자","대졸","서울"
"1838",4220,408944,17803,"여자","대졸","서울"
"1839",4222,584954,12526,"여자","고졸","서울"
"1840",4223,168773,11341,"남자","대졸","서울"
"1841",4224,761229,31839,"남자","대졸","그외"
"1842",4227,238685,11734,"남자","대졸","그외"
"1843",4229,666118,24649,"남자","대학원졸","그외"
"1844",4232,254807,7047,"남자","고졸","그외"
"1845",4233,282528,11023,"남자","대졸","그외"
"1846",4235,204029,10208,"남자","고졸","서울"
"1847",4240,500141,18141,"남자","대졸","그외"
"1848",4242,503145,18531,"남자","고졸","서울"
"1849",4244,724231,27798,"남자","대학원졸","그외"
"1850",4245,488870,25527,"남자","중졸이하","그외"
"1851",4246,909057,54164,"여자","대졸","그외"
"1852",4247,242283,8649,"남자","대학원졸","그외"
"1853",4251,95538,5882,"여자","대학원졸","서울"
"1854",4253,192426,8012,"남자","고졸","그외"
"1855",4256,734028,37261,"여자","대졸","그외"
"1856",4258,71133,3900,"남자","대졸","그외"
"1857",4261,376063,11140,"남자","대졸","그외"
"1858",4263,509905,35288,"여자","대졸","그외"
"1859",4265,674057,13362,"남자","대학원졸","그외"
"1860",4267,532898,25002,"여자","고졸","서울"
"1861",4268,425779,14764,"여자","대졸","서울"
"1862",4269,406683,29183,"여자","대졸","서울"
"1863",4272,661796,20110,"여자","대졸","서울"
"1864",4273,148628,3755,"여자","대학원졸","서울"
"1865",4274,205166,7796,"여자","대학원졸","그외"
"1866",4277,1264339,37814,"남자","대학원졸","서울"
"1867",4279,390646,13661,"남자","대학원졸","그외"
"1868",4283,447284,18581,"여자","대졸","서울"
"1869",4284,690771,25981,"남자","대학원졸","그외"
"1870",4286,786649,43508,"여자","대졸","서울"
"1871",4288,660739,25437,"남자","대학원졸","그외"
"1872",4291,293271,11097,"남자","대졸","그외"
"1873",4292,783352,22063,"남자","대졸","그외"
"1874",4293,231126,15155,"여자","대졸","그외"
"1875",4294,102406,3384,"남자","고졸","그외"
"1876",4296,64538,1925,"여자","고졸","서울"
"1877",4297,1011607,42394,"남자","고졸","서울"
"1878",4299,258884,10886,"여자","대졸","서울"
"1879",4300,375554,13311,"남자","대학원졸","그외"
"1880",4301,464762,15750,"남자","고졸","서울"
"1881",4306,680363,26005,"남자","고졸","서울"
"1882",4307,929263,36007,"남자","대졸","서울"
"1883",4308,587086,20576,"남자","대학원졸","그외"
"1884",4312,431584,10413,"여자","대졸","서울"
"1885",4313,537315,32221,"남자","대졸","서울"
"1886",4315,252043,9782,"남자","대졸","그외"
"1887",4316,1208188,31414,"남자","대학원졸","그외"
"1888",4318,251894,12281,"여자","고졸","서울"
"1889",4323,206890,12774,"여자","대졸","그외"
"1890",4325,95552,2828,"남자","대학원졸","그외"
"1891",4327,287584,25891,"남자","고졸","서울"
"1892",4329,688672,21671,"여자","대졸","서울"
"1893",4330,499202,17213,"여자","대졸","그외"
"1894",4331,1041758,44450,"여자","대졸","서울"
"1895",4332,191643,12227,"남자","대학원졸","그외"
"1896",4333,651612,24707,"여자","대졸","서울"
"1897",4334,261621,9803,"여자","대졸","서울"
"1898",4335,1624314,41442,"여자","대졸","서울"
"1899",4336,141713,6054,"남자","대졸","그외"
"1900",4337,163782,7016,"남자","대학원졸","그외"
"1901",4339,165797,7754,"남자","대졸","그외"
"1902",4340,582315,74200,"여자","중졸이하","그외"
"1903",4341,410535,13021,"여자","고졸","그외"
"1904",4345,67392,2882,"남자","대학원졸","서울"
"1905",4351,478638,15430,"여자","고졸","그외"
"1906",4357,335376,11050,"여자","중졸이하","그외"
"1907",4360,856238,33064,"남자","대졸","서울"
"1908",4361,117859,4077,"남자","대졸","그외"
"1909",4366,943596,35972,"남자","고졸","서울"
"1910",4367,398995,15322,"남자","대졸","그외"
"1911",4370,173378,5961,"여자","대학원졸","서울"
"1912",4373,212455,12037,"남자","대학원졸","그외"
"1913",4376,829660,28860,"남자","대졸","서울"
"1914",4381,287119,11665,"남자","중졸이하","서울"
"1915",4382,117893,3682,"남자","대졸","그외"
"1916",4384,619127,15932,"여자","대졸","그외"
"1917",4385,276428,9694,"여자","대졸","서울"
"1918",4386,204315,8249,"남자","대졸","그외"
"1919",4389,340089,13855,"여자","중졸이하","그외"
"1920",4391,921282,35457,"여자","대졸","서울"
"1921",4394,1595673,61226,"여자","대졸","서울"
"1922",4395,2125762,77709,"여자","대졸","서울"
"1923",4397,103797,3377,"여자","대졸","서울"
"1924",4398,1436037,74957,"남자","대졸","서울"
"1925",4400,987365,44544,"여자","대졸","서울"
"1926",4401,320626,13921,"남자","대졸","그외"
"1927",4402,127000,4242,"남자","대졸","그외"
"1928",4403,156530,2818,"여자","대졸","그외"
"1929",4404,392927,9186,"남자","대학원졸","그외"
"1930",4409,420986,14109,"여자","대졸","그외"
"1931",4413,525567,20220,"여자","대졸","서울"
"1932",4416,244175,6285,"남자","고졸","그외"
"1933",4417,384693,11180,"남자","대졸","그외"
"1934",4420,193045,5719,"남자","고졸","그외"
"1935",4421,128372,7171,"남자","대졸","그외"
"1936",4422,92634,6686,"여자","고졸","서울"
"1937",4423,175218,10475,"남자","고졸","서울"
"1938",4426,1190766,28221,"여자","대학원졸","서울"
"1939",4429,1398727,31234,"여자","대졸","그외"
"1940",4434,120075,5945,"여자","대졸","그외"
"1941",4438,189238,11983,"여자","고졸","서울"
"1942",4439,785010,30399,"남자","대졸","그외"
"1943",4440,116162,13233,"여자","대졸","그외"
"1944",4441,417796,12420,"남자","대졸","그외"
"1945",4443,29913,627,"남자","고졸","그외"
"1946",4446,763465,39389,"남자","대학원졸","서울"
"1947",4452,1873020,65347,"여자","대학원졸","서울"
"1948",4453,644395,28445,"남자","대졸","그외"
"1949",4454,341712,12458,"여자","대졸","그외"
"1950",4458,194057,7734,"여자","대졸","그외"
"1951",4460,504315,32577,"여자","대졸","서울"
"1952",4462,775581,24213,"남자","대졸","서울"
"1953",4463,940306,44396,"여자","대졸","서울"
"1954",4465,482229,17866,"남자","대졸","서울"
"1955",4466,713439,25422,"남자","대졸","그외"
"1956",4467,1085537,53446,"남자","대졸","서울"
"1957",4469,429234,23407,"남자","대학원졸","그외"
"1958",4473,123167,5582,"남자","대학원졸","그외"
"1959",4475,338697,7518,"여자","대졸","서울"
"1960",4476,800120,36615,"여자","중졸이하","그외"
"1961",4477,520949,13599,"남자","대졸","그외"
"1962",4479,338095,9151,"남자","대졸","그외"
"1963",4481,242045,11795,"여자","고졸","서울"
"1964",4485,307978,13234,"남자","고졸","서울"
"1965",4486,275899,12425,"여자","고졸","서울"
"1966",4487,180789,15761,"여자","대졸","그외"
"1967",4490,495363,25132,"여자","대졸","서울"
"1968",4492,410350,16969,"여자","대졸","그외"
"1969",4495,272103,10619,"남자","고졸","서울"
"1970",4499,2088844,66581,"여자","고졸","서울"
"1971",4500,551895,18771,"남자","고졸","그외"
"1972",4502,32819,1002,"여자","대졸","그외"
"1973",4503,405289,18389,"남자","대졸","그외"
"1974",4504,435468,17295,"남자","고졸","그외"
"1975",4506,337386,13524,"남자","대학원졸","그외"
"1976",4508,848144,26223,"남자","대졸","그외"
"1977",4509,595633,29202,"여자","대졸","서울"
"1978",4512,315450,14231,"남자","대졸","그외"
"1979",4517,366198,32419,"여자","대졸","그외"
"1980",4523,123165,4975,"여자","대졸","그외"
"1981",4525,830965,49901,"여자","대졸","서울"
"1982",4527,172641,7716,"여자","고졸","서울"
"1983",4528,757757,23226,"남자","대졸","그외"
"1984",4529,603205,35766,"남자","대졸","그외"
"1985",4532,133426,8269,"남자","대졸","그외"
"1986",4536,341939,13607,"남자","대졸","그외"
"1987",4539,617841,24096,"남자","대학원졸","그외"
"1988",4542,326234,17595,"남자","고졸","서울"
"1989",4544,244233,13168,"여자","고졸","그외"
"1990",4547,26601,1307,"남자","고졸","그외"
"1991",4550,420047,26564,"여자","고졸","그외"
"1992",4553,166507,5061,"여자","대졸","서울"
"1993",4554,212056,13174,"여자","대졸","그외"
"1994",4558,167402,9220,"남자","고졸","그외"
"1995",4560,220292,7441,"여자","대졸","서울"
"1996",4561,578489,16979,"남자","대졸","그외"
"1997",4562,1021945,47280,"여자","대졸","서울"
"1998",4564,504872,21891,"여자","대졸","그외"
"1999",4566,148400,6680,"여자","고졸","서울"
"2000",4569,319212,16727,"남자","대졸","서울"
"2001",4575,37298,2037,"여자","대졸","그외"
"2002",4579,292404,15950,"남자","대학원졸","그외"
"2003",4580,1176830,54470,"남자","대졸","서울"
"2004",4583,360282,15626,"남자","대학원졸","서울"
"2005",4587,340464,14713,"남자","대학원졸","그외"
"2006",4589,326458,10511,"여자","고졸","그외"
"2007",4591,287787,13214,"남자","고졸","서울"
"2008",4592,280453,11828,"여자","대졸","그외"
"2009",4594,429297,14095,"남자","대졸","그외"
"2010",4599,1184893,24219,"남자","대학원졸","서울"
"2011",4600,230075,17571,"여자","대졸","그외"
"2012",4601,109998,5078,"남자","대졸","그외"
"2013",4602,608520,23904,"남자","대졸","서울"
"2014",4607,134406,9263,"남자","대졸","서울"
"2015",4609,141772,9890,"여자","고졸","그외"
"2016",4610,254195,6566,"남자","대졸","그외"
"2017",4612,396134,15937,"남자","대학원졸","그외"
"2018",4616,687065,17127,"남자","대졸","서울"
"2019",4620,675459,28087,"남자","대졸","그외"
"2020",4621,714135,28167,"남자","대졸","서울"
"2021",4625,256993,7560,"남자","대학원졸","그외"
"2022",4628,456619,10498,"여자","고졸","그외"
"2023",4629,116932,7563,"여자","대졸","그외"
"2024",4630,1087583,45757,"남자","고졸","서울"
"2025",4631,648646,21441,"여자","고졸","그외"
"2026",4632,932394,42162,"여자","대졸","서울"
"2027",4633,787146,32506,"여자","고졸","서울"
"2028",4636,415921,7577,"남자","대졸","그외"
"2029",4638,876285,26642,"남자","대졸","서울"
"2030",4640,192488,7126,"남자","대졸","그외"
"2031",4642,302770,10448,"여자","대학원졸","서울"
"2032",4646,489647,17789,"여자","고졸","서울"
"2033",4647,232821,6376,"남자","대졸","그외"
"2034",4648,363062,18640,"남자","고졸","그외"
"2035",4650,1254970,29750,"남자","대졸","그외"
"2036",4654,422507,17189,"남자","대졸","그외"
"2037",4655,667213,28002,"여자","대졸","서울"
"2038",4657,278451,10996,"남자","대졸","그외"
"2039",4658,498678,21234,"여자","대학원졸","서울"
"2040",4660,330622,16170,"남자","고졸","그외"
"2041",4665,463507,20169,"여자","대학원졸","서울"
"2042",4666,495355,27284,"여자","대학원졸","그외"
"2043",4667,107310,4026,"여자","중졸이하","서울"
"2044",4668,476231,17641,"여자","대졸","그외"
"2045",4674,627188,26050,"남자","대졸","서울"
"2046",4680,759708,58483,"여자","대졸","서울"
"2047",4681,274040,7276,"여자","대졸","서울"
"2048",4682,979219,40372,"남자","대졸","서울"
"2049",4684,372193,11640,"남자","대졸","서울"
"2050",4686,236862,9645,"남자","대졸","그외"
"2051",4688,73465,3507,"여자","대졸","그외"
"2052",4690,189969,6367,"여자","고졸","그외"
"2053",4691,412380,15023,"남자","대졸","그외"
"2054",4693,1229597,32802,"남자","대졸","서울"
"2055",4695,127066,5370,"남자","대졸","그외"
"2056",4697,1421167,33075,"남자","고졸","그외"
"2057",4700,592570,26054,"남자","대졸","그외"
"2058",4701,715577,30962,"여자","대졸","서울"
"2059",4703,412413,16867,"여자","대학원졸","서울"
"2060",4704,987967,31336,"남자","대졸","그외"
"2061",4705,289055,12979,"남자","고졸","서울"
"2062",4709,590264,12577,"남자","대졸","그외"
"2063",4712,215666,5808,"여자","고졸","그외"
"2064",4713,771509,27083,"남자","대학원졸","서울"
"2065",4714,1536813,51803,"남자","대학원졸","서울"
"2066",4715,252192,12032,"여자","대졸","그외"
"2067",4717,1838332,52232,"남자","대학원졸","서울"
"2068",4718,1368823,53782,"여자","고졸","서울"
"2069",4719,399248,15028,"여자","고졸","서울"
"2070",4725,822599,40810,"여자","대학원졸","서울"
"2071",4726,142331,8552,"여자","대졸","그외"
"2072",4728,14247,3482,"여자","대졸","그외"
"2073",4731,497435,22784,"남자","대학원졸","서울"
"2074",4732,198692,10298,"남자","대졸","그외"
"2075",4733,222164,8118,"여자","대졸","서울"
"2076",4740,316160,22909,"남자","대졸","서울"
"2077",4741,319039,9350,"남자","대학원졸","그외"
"2078",4742,208663,7706,"남자","대졸","그외"
"2079",4744,192150,16147,"여자","대졸","그외"
"2080",4746,688628,43544,"남자","대졸","서울"
"2081",4747,1053700,43867,"여자","대졸","서울"
"2082",4748,854457,49855,"여자","대졸","서울"
"2083",4750,223958,19233,"여자","대학원졸","서울"
"2084",4751,442297,18526,"남자","대졸","서울"
"2085",4754,583895,27718,"남자","대졸","서울"
"2086",4755,304550,25359,"여자","대졸","서울"
"2087",4757,209810,7784,"남자","대학원졸","그외"
"2088",4763,266439,16392,"여자","대졸","그외"
"2089",4765,134385,5354,"남자","대졸","그외"
"2090",4770,605635,24113,"여자","대졸","서울"
"2091",4772,963635,30716,"남자","대졸","서울"
"2092",4773,329159,17739,"남자","고졸","그외"
"2093",4780,873417,28633,"남자","대졸","서울"
"2094",4781,397677,16364,"여자","대졸","서울"
"2095",4782,186644,6955,"남자","고졸","그외"
"2096",4788,437189,17902,"남자","고졸","그외"
"2097",4789,752814,31043,"여자","대학원졸","서울"
"2098",4790,1405900,54203,"여자","대졸","서울"
"2099",4801,117695,6118,"남자","고졸","그외"
"2100",4802,200118,8602,"여자","대학원졸","서울"
"2101",4803,89843,3259,"여자","대졸","서울"
"2102",4806,1048576,59387,"여자","대졸","서울"
"2103",4807,491500,20934,"남자","대졸","그외"
"2104",4812,965387,40625,"남자","대졸","서울"
"2105",4813,554389,16595,"여자","대졸","그외"
"2106",4814,75624,3976,"남자","대졸","그외"
"2107",4815,146460,6368,"남자","대졸","그외"
"2108",4819,326089,12113,"여자","중졸이하","그외"
"2109",4826,1610436,52519,"남자","대졸","서울"
"2110",4828,580948,22652,"여자","대졸","그외"
"2111",4835,268121,16410,"남자","대졸","서울"
"2112",4836,991772,36442,"남자","대졸","서울"
"2113",4837,159451,5573,"여자","대졸","그외"
"2114",4841,198961,5263,"여자","대졸","그외"
"2115",4843,634674,34816,"여자","대졸","서울"
"2116",4844,184997,6569,"남자","대졸","그외"
"2117",4846,264059,12123,"남자","고졸","그외"
"2118",4847,332078,13932,"여자","대졸","그외"
"2119",4848,870119,38480,"남자","중졸이하","서울"
"2120",4850,20007,660,"남자","고졸","그외"
"2121",4851,418220,18369,"남자","대졸","그외"
"2122",4854,448264,17771,"여자","고졸","그외"
"2123",4856,285653,11869,"남자","중졸이하","그외"
"2124",4857,245402,12076,"여자","대졸","그외"
"2125",4858,169862,4375,"여자","대졸","서울"
"2126",4859,552194,23935,"남자","고졸","서울"
"2127",4861,886352,26297,"남자","대졸","그외"
"2128",4865,93580,4446,"여자","대학원졸","서울"
"2129",4866,643163,22181,"여자","대졸","그외"
"2130",4867,366991,20920,"남자","대졸","그외"
"2131",4868,493120,13483,"남자","고졸","그외"
"2132",4873,697596,53140,"여자","대졸","서울"
"2133",4874,1006996,33540,"남자","대졸","서울"
"2134",4879,353389,16832,"남자","고졸","그외"
"2135",4883,171342,9616,"남자","대졸","그외"
"2136",4886,154098,5704,"남자","고졸","그외"
"2137",4888,409102,14205,"여자","대졸","그외"
"2138",4889,334206,12158,"남자","대졸","그외"
"2139",4890,655459,25356,"남자","대졸","그외"
"2140",4891,507110,15305,"여자","대졸","서울"
"2141",4892,316737,26093,"여자","대졸","서울"
"2142",4894,316011,18228,"남자","대졸","서울"
"2143",4895,1058691,47516,"남자","대졸","서울"
"2144",4897,756575,45537,"여자","고졸","서울"
"2145",4898,480614,26720,"여자","고졸","서울"
"2146",4901,421320,16219,"여자","대졸","그외"
"2147",4907,398064,20963,"여자","대학원졸","서울"
"2148",4909,445186,23627,"남자","대졸","서울"
"2149",4912,2150162,80423,"남자","대학원졸","서울"
"2150",4913,598579,17423,"남자","대졸","그외"
"2151",4917,624588,15708,"남자","대졸","그외"
"2152",4919,174924,6374,"여자","대졸","그외"
"2153",4924,911178,36793,"남자","고졸","그외"
"2154",4925,538324,19696,"남자","대졸","서울"
"2155",4930,1187336,31933,"남자","고졸","서울"
"2156",4932,709501,25803,"여자","대학원졸","서울"
"2157",4933,1737512,35504,"남자","대졸","그외"
"2158",4937,361826,16603,"여자","대졸","서울"
"2159",4944,134857,8686,"여자","대졸","그외"
"2160",4950,685390,47750,"여자","대학원졸","그외"
"2161",4952,251871,10499,"남자","대학원졸","그외"
"2162",4955,704252,4712,"남자","대졸","그외"
"2163",4956,359556,13189,"남자","대졸","그외"
"2164",4957,227552,11223,"남자","고졸","그외"
"2165",4959,332808,18303,"여자","고졸","서울"
"2166",4962,556077,29876,"여자","대학원졸","그외"
"2167",4963,202734,21705,"남자","대졸","서울"
"2168",4964,557150,20780,"남자","대졸","그외"
"2169",4965,138514,6313,"여자","대졸","그외"
"2170",4968,1068260,45007,"남자","대졸","서울"
"2171",4974,362907,18723,"남자","고졸","서울"
"2172",4975,202195,10565,"남자","대졸","그외"
"2173",4978,571338,18267,"여자","대졸","서울"
"2174",4979,876134,47870,"남자","대졸","서울"
"2175",4981,142789,6933,"여자","대졸","서울"
"2176",4982,1318885,65124,"남자","대졸","서울"
"2177",4985,384801,15830,"여자","대졸","서울"
"2178",4992,463038,13337,"남자","고졸","서울"
"2179",4993,668053,17516,"남자","대졸","서울"
"2180",4994,758414,23369,"남자","중졸이하","그외"
"2181",4996,465988,17627,"여자","대졸","서울"
"2182",5000,200671,7184,"여자","고졸","서울"
